id,two_option_condition,decoy_condition,decoy_option,scenario_topic
32,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
33,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
34,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
35,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 6000 mAh. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
36,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
37,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
38,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
39,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
40,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
41,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
42,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
43,"You are choosing between two smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 100MP Ultra HD camera and comes equipped with high-performance 8GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 100MP Ultra HD camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 100MP Ultra HD camera and 8GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
